,tradedate,tradetime,secid,rate,clearing,date
6324,2024-09-27,18:49:00,KZT/RUB,0.1949,vk,2024-09-27
6325,2024-09-27,18:49:00,TRY/RUB,2.7165,vk,2024-09-27
6326,2024-09-27,18:49:00,USD/RUB,92.7126,vk,2024-09-27
6327,2024-09-30,18:49:00,CAD/RUB,69.0585,vk,2024-09-30
6328,2024-09-30,18:49:00,CHF/RUB,110.5444,vk,2024-09-30
6329,2024-09-30,18:49:00,CNY/RUB,13.2203,vk,2024-09-30
6330,2024-09-30,18:49:00,EUR/RUB,104.1735,vk,2024-09-30
6331,2024-09-30,18:49:00,GBP/RUB,124.9922,vk,2024-09-30
6332,2024-09-30,18:49:00,HKD/RUB,12.0271,vk,2024-09-30
6333,2024-09-30,18:49:00,JPY/RUB,0.6535,vk,2024-09-30
6334,2024-09-30,18:49:00,KZT/RUB,0.1959,vk,2024-09-30
6335,2024-09-30,18:49:00,TRY/RUB,2.7321,vk,2024-09-30
6336,2024-09-30,18:49:00,USD/RUB,93.2221,vk,2024-09-30
6337,2024-10-01,18:49:00,CAD/RUB,69.1593,vk,2024-10-01
6338,2024-10-01,18:49:00,CHF/RUB,110.17,vk,2024-10-01
6339,2024-10-01,18:49:00,CNY/RUB,13.2885,vk,2024-10-01
6340,2024-10-01,18:49:00,EUR/RUB,103.6502,vk,2024-10-01
6341,2024-10-01,18:49:00,GBP/RUB,125.2212,vk,2024-10-01
6342,2024-10-01,18:49:00,HKD/RUB,12.0307,vk,2024-10-01
6343,2024-10-01,18:49:00,JPY/RUB,0.6481,vk,2024-10-01
6344,2024-10-01,18:49:00,KZT/RUB,0.1966,vk,2024-10-01
6345,2024-10-01,18:49:00,TRY/RUB,2.7336,vk,2024-10-01
6346,2024-10-01,18:49:00,USD/RUB,93.3581,vk,2024-10-01
6347,2024-10-02,18:49:00,CAD/RUB,69.9833,vk,2024-10-02
6348,2024-10-02,18:49:00,CHF/RUB,111.6689,vk,2024-10-02
6349,2024-10-02,18:49:00,CNY/RUB,13.4635,vk,2024-10-02
6350,2024-10-02,18:49:00,EUR/RUB,104.4481,vk,2024-10-02
6351,2024-10-02,18:49:00,GBP/RUB,125.5882,vk,2024-10-02
6352,2024-10-02,18:49:00,HKD/RUB,12.1958,vk,2024-10-02
6353,2024-10-02,18:49:00,JPY/RUB,0.65684,vk,2024-10-02
6354,2024-10-02,18:49:00,KZT/RUB,0.197,vk,2024-10-02
6355,2024-10-02,18:49:00,TRY/RUB,2.7669,vk,2024-10-02
6356,2024-10-02,18:49:00,USD/RUB,94.5054,vk,2024-10-02
6357,2024-10-03,18:49:00,CAD/RUB,70.4367,vk,2024-10-03
6358,2024-10-03,18:49:00,CHF/RUB,111.6773,vk,2024-10-03
6359,2024-10-03,18:49:00,CNY/RUB,13.4475,vk,2024-10-03
6360,2024-10-03,18:49:00,EUR/RUB,104.8664,vk,2024-10-03
6361,2024-10-03,18:49:00,GBP/RUB,125.9192,vk,2024-10-03
6362,2024-10-03,18:49:00,HKD/RUB,12.2567,vk,2024-10-03
6363,2024-10-03,18:49:00,JPY/RUB,0.64635,vk,2024-10-03
6364,2024-10-03,18:49:00,KZT/RUB,0.1974,vk,2024-10-03
6365,2024-10-03,18:49:00,TRY/RUB,2.7798,vk,2024-10-03
6366,2024-10-03,18:49:00,USD/RUB,95.0262,vk,2024-10-03
6367,2024-10-04,18:49:00,CAD/RUB,70.0665,vk,2024-10-04
6368,2024-10-04,18:49:00,CHF/RUB,111.389,vk,2024-10-04
6369,2024-10-04,18:49:00,CNY/RUB,13.4423,vk,2024-10-04
6370,2024-10-04,18:49:00,EUR/RUB,104.7424,vk,2024-10-04
6371,2024-10-04,18:49:00,GBP/RUB,124.3556,vk,2024-10-04
6372,2024-10-04,18:49:00,HKD/RUB,12.2413,vk,2024-10-04
6373,2024-10-04,18:49:00,JPY/RUB,0.64678,vk,2024-10-04
6374,2024-10-04,18:49:00,KZT/RUB,0.1967,vk,2024-10-04
6375,2024-10-04,18:49:00,TRY/RUB,2.7786,vk,2024-10-04
6376,2024-10-04,18:49:00,USD/RUB,94.87,vk,2024-10-04
6377,2024-10-07,18:49:00,CAD/RUB,70.7556,vk,2024-10-07
6378,2024-10-07,18:49:00,CHF/RUB,111.9246,vk,2024-10-07
6379,2024-10-07,18:49:00,CNY/RUB,13.5173,vk,2024-10-07
6380,2024-10-07,18:49:00,EUR/RUB,105.3069,vk,2024-10-07
6381,2024-10-07,18:49:00,GBP/RUB,125.9699,vk,2024-10-07
6382,2024-10-07,18:49:00,HKD/RUB,12.3907,vk,2024-10-07
6383,2024-10-07,18:49:00,JPY/RUB,0.64708,vk,2024-10-07
6384,2024-10-07,18:49:00,KZT/RUB,0.1975,vk,2024-10-07
6385,2024-10-07,18:49:00,TRY/RUB,2.8113,vk,2024-10-07
6386,2024-10-07,18:49:00,USD/RUB,96.0649,vk,2024-10-07
6387,2024-10-08,18:49:00,CAD/RUB,70.6208,vk,2024-10-08
6388,2024-10-08,18:49:00,CHF/RUB,112.4595,vk,2024-10-08
6389,2024-10-08,18:49:00,CNY/RUB,13.648,vk,2024-10-08
6390,2024-10-08,18:49:00,EUR/RUB,105.6891,vk,2024-10-08
6391,2024-10-08,18:49:00,GBP/RUB,125.6995,vk,2024-10-08
6392,2024-10-08,18:49:00,HKD/RUB,12.385,vk,2024-10-08
6393,2024-10-08,18:49:00,JPY/RUB,0.65008,vk,2024-10-08
6394,2024-10-08,18:49:00,KZT/RUB,0.1983,vk,2024-10-08
6395,2024-10-08,18:49:00,TRY/RUB,2.8086,vk,2024-10-08
6396,2024-10-08,18:49:00,USD/RUB,96.1079,vk,2024-10-08
6397,2024-10-09,18:49:00,CAD/RUB,70.988,vk,2024-10-09
6398,2024-10-09,18:49:00,CHF/RUB,113.0592,vk,2024-10-09
6399,2024-10-09,18:49:00,CNY/RUB,13.6821,vk,2024-10-09
6400,2024-10-09,18:49:00,EUR/RUB,106.4175,vk,2024-10-09
6401,2024-10-09,18:49:00,GBP/RUB,126.9344,vk,2024-10-09
6402,2024-10-09,18:49:00,HKD/RUB,12.4933,vk,2024-10-09
6403,2024-10-09,18:49:00,JPY/RUB,0.65417,vk,2024-10-09
6404,2024-10-09,18:49:00,KZT/RUB,0.1987,vk,2024-10-09
6405,2024-10-09,18:49:00,TRY/RUB,2.8313,vk,2024-10-09
6406,2024-10-09,18:49:00,USD/RUB,96.9483,vk,2024-10-09
6407,2024-10-10,18:49:00,CAD/RUB,71.0295,vk,2024-10-10
6408,2024-10-10,18:49:00,CHF/RUB,112.9902,vk,2024-10-10
6409,2024-10-10,18:49:00,CNY/RUB,13.56,vk,2024-10-10
6410,2024-10-10,18:49:00,EUR/RUB,106.5074,vk,2024-10-10
6411,2024-10-10,18:49:00,GBP/RUB,127.1113,vk,2024-10-10
6412,2024-10-10,18:49:00,HKD/RUB,12.5341,vk,2024-10-10
6413,2024-10-10,18:49:00,JPY/RUB,0.65139,vk,2024-10-10
6414,2024-10-10,18:49:00,KZT/RUB,0.1978,vk,2024-10-10
6415,2024-10-10,18:49:00,TRY/RUB,2.8411,vk,2024-10-10
6416,2024-10-10,18:49:00,USD/RUB,97.2394,vk,2024-10-10
6417,2024-10-11,18:49:00,CAD/RUB,69.8478,vk,2024-10-11
6418,2024-10-11,18:49:00,CHF/RUB,112.2166,vk,2024-10-11
6419,2024-10-11,18:49:00,CNY/RUB,13.462,vk,2024-10-11
6420,2024-10-11,18:49:00,EUR/RUB,105.1095,vk,2024-10-11
6421,2024-10-11,18:49:00,GBP/RUB,125.3599,vk,2024-10-11
6422,2024-10-11,18:49:00,HKD/RUB,12.3832,vk,2024-10-11
6423,2024-10-11,18:49:00,JPY/RUB,0.64627,vk,2024-10-11
6424,2024-10-11,18:49:00,KZT/RUB,0.1988,vk,2024-10-11
6425,2024-10-11,18:49:00,TRY/RUB,2.8104,vk,2024-10-11
6426,2024-10-11,18:49:00,USD/RUB,96.0686,vk,2024-10-11
6427,2024-10-14,18:49:00,CAD/RUB,69.8366,vk,2024-10-14
6428,2024-10-14,18:49:00,CHF/RUB,111.7466,vk,2024-10-14
6429,2024-10-14,18:49:00,CNY/RUB,13.5255,vk,2024-10-14
6430,2024-10-14,18:49:00,EUR/RUB,105.4854,vk,2024-10-14
6431,2024-10-14,18:49:00,GBP/RUB,125.6535,vk,2024-10-14
6432,2024-10-14,18:49:00,HKD/RUB,12.4035,vk,2024-10-14
6433,2024-10-14,18:49:00,JPY/RUB,0.6465,vk,2024-10-14
6434,2024-10-14,18:49:00,KZT/RUB,0.1996,vk,2024-10-14
6435,2024-10-14,18:49:00,TRY/RUB,2.8106,vk,2024-10-14
6436,2024-10-14,18:49:00,USD/RUB,96.1021,vk,2024-10-14
6437,2024-10-15,18:49:00,CAD/RUB,70.4979,vk,2024-10-15
6438,2024-10-15,18:49:00,CHF/RUB,112.5953,vk,2024-10-15
6439,2024-10-15,18:49:00,CNY/RUB,13.587,vk,2024-10-15
6440,2024-10-15,18:49:00,EUR/RUB,105.6757,vk,2024-10-15
6441,2024-10-15,18:49:00,GBP/RUB,126.6687,vk,2024-10-15
6442,2024-10-15,18:49:00,HKD/RUB,12.5112,vk,2024-10-15
6443,2024-10-15,18:49:00,JPY/RUB,0.64839,vk,2024-10-15
6444,2024-10-15,18:49:00,KZT/RUB,0.199,vk,2024-10-15
6445,2024-10-15,18:49:00,TRY/RUB,2.8338,vk,2024-10-15
6446,2024-10-15,18:49:00,USD/RUB,97.0121,vk,2024-10-15
6447,2024-10-16,18:49:00,CAD/RUB,70.4504,vk,2024-10-16
6448,2024-10-16,18:49:00,CHF/RUB,112.7877,vk,2024-10-16
6449,2024-10-16,18:49:00,CNY/RUB,13.537,vk,2024-10-16
6450,2024-10-16,18:49:00,EUR/RUB,106.0844,vk,2024-10-16
6451,2024-10-16,18:49:00,GBP/RUB,127.3481,vk,2024-10-16
6452,2024-10-16,18:49:00,HKD/RUB,12.5379,vk,2024-10-16
6453,2024-10-16,18:49:00,JPY/RUB,0.65164,vk,2024-10-16
6454,2024-10-16,18:49:00,KZT/RUB,0.1998,vk,2024-10-16
6455,2024-10-16,18:49:00,TRY/RUB,2.8411,vk,2024-10-16
6456,2024-10-16,18:49:00,USD/RUB,97.2568,vk,2024-10-16
6457,2024-10-17,18:49:00,CAD/RUB,70.5461,vk,2024-10-17
6458,2024-10-17,18:49:00,CHF/RUB,112.285,vk,2024-10-17
6459,2024-10-17,18:49:00,CNY/RUB,13.5229,vk,2024-10-17
6460,2024-10-17,18:49:00,EUR/RUB,105.756,vk,2024-10-17
6461,2024-10-17,18:49:00,GBP/RUB,126.3811,vk,2024-10-17
6462,2024-10-17,18:49:00,HKD/RUB,12.5192,vk,2024-10-17
6463,2024-10-17,18:49:00,JPY/RUB,0.64961,vk,2024-10-17
6464,2024-10-17,18:49:00,KZT/RUB,0.1975,vk,2024-10-17
6465,2024-10-17,18:49:00,TRY/RUB,2.8411,vk,2024-10-17
6466,2024-10-17,18:49:00,USD/RUB,97.149,vk,2024-10-17
6467,2024-10-18,18:49:00,CAD/RUB,69.9233,vk,2024-10-18
6468,2024-10-18,18:49:00,CHF/RUB,111.3106,vk,2024-10-18
6469,2024-10-18,18:49:00,CNY/RUB,13.3807,vk,2024-10-18
6470,2024-10-18,18:49:00,EUR/RUB,104.8565,vk,2024-10-18
6471,2024-10-18,18:49:00,GBP/RUB,125.3134,vk,2024-10-18
6472,2024-10-18,18:49:00,HKD/RUB,12.4313,vk,2024-10-18
6473,2024-10-18,18:49:00,JPY/RUB,0.64265,vk,2024-10-18
6474,2024-10-18,18:49:00,KZT/RUB,0.1987,vk,2024-10-18
6475,2024-10-18,18:49:00,TRY/RUB,2.8237,vk,2024-10-18
6476,2024-10-18,18:49:00,USD/RUB,96.4172,vk,2024-10-18
6477,2024-10-21,18:49:00,CAD/RUB,69.6221,vk,2024-10-21
6478,2024-10-21,18:49:00,CHF/RUB,111.1023,vk,2024-10-21
6479,2024-10-21,18:49:00,CNY/RUB,13.503,vk,2024-10-21
6480,2024-10-21,18:49:00,EUR/RUB,104.4016,vk,2024-10-21
6481,2024-10-21,18:49:00,GBP/RUB,125.2661,vk,2024-10-21
6482,2024-10-21,18:49:00,HKD/RUB,12.3846,vk,2024-10-21
6483,2024-10-21,18:49:00,JPY/RUB,0.64371,vk,2024-10-21
6484,2024-10-21,18:49:00,KZT/RUB,0.1998,vk,2024-10-21
6485,2024-10-21,18:49:00,TRY/RUB,2.809,vk,2024-10-21
6486,2024-10-21,18:49:00,USD/RUB,96.0924,vk,2024-10-21
6487,2024-10-22,18:49:00,CAD/RUB,69.817,vk,2024-10-22
6488,2024-10-22,18:49:00,CHF/RUB,111.5894,vk,2024-10-22
6489,2024-10-22,18:49:00,CNY/RUB,13.545,vk,2024-10-22
6490,2024-10-22,18:49:00,EUR/RUB,104.866,vk,2024-10-22
6491,2024-10-22,18:49:00,GBP/RUB,125.5887,vk,2024-10-22
6492,2024-10-22,18:49:00,HKD/RUB,12.449,vk,2024-10-22
6493,2024-10-22,18:49:00,JPY/RUB,0.64091,vk,2024-10-22
6494,2024-10-22,18:49:00,KZT/RUB,0.1995,vk,2024-10-22
6495,2024-10-22,18:49:00,TRY/RUB,2.8235,vk,2024-10-22
6496,2024-10-22,18:49:00,USD/RUB,96.5918,vk,2024-10-22
6497,2024-10-23,18:49:00,CAD/RUB,69.9008,vk,2024-10-23
6498,2024-10-23,18:49:00,CHF/RUB,111.5138,vk,2024-10-23
6499,2024-10-23,18:49:00,CNY/RUB,13.5276,vk,2024-10-23
6500,2024-10-23,18:49:00,EUR/RUB,104.3815,vk,2024-10-23
6501,2024-10-23,18:49:00,GBP/RUB,125.3877,vk,2024-10-23
6502,2024-10-23,18:49:00,HKD/RUB,12.4598,vk,2024-10-23
6503,2024-10-23,18:49:00,JPY/RUB,0.63817,vk,2024-10-23
6504,2024-10-23,18:49:00,KZT/RUB,0.1999,vk,2024-10-23
6505,2024-10-23,18:49:00,TRY/RUB,2.8246,vk,2024-10-23
6506,2024-10-23,18:49:00,USD/RUB,96.6379,vk,2024-10-23
6507,2024-10-24,18:49:00,CAD/RUB,69.8838,vk,2024-10-24
6508,2024-10-24,18:49:00,CHF/RUB,111.6319,vk,2024-10-24
6509,2024-10-24,18:49:00,CNY/RUB,13.546,vk,2024-10-24
6510,2024-10-24,18:49:00,EUR/RUB,104.5139,vk,2024-10-24
6511,2024-10-24,18:49:00,GBP/RUB,125.2592,vk,2024-10-24
6512,2024-10-24,18:49:00,HKD/RUB,12.4729,vk,2024-10-24
6513,2024-10-24,18:49:00,JPY/RUB,0.63353,vk,2024-10-24
6514,2024-10-24,18:49:00,KZT/RUB,0.1998,vk,2024-10-24
6515,2024-10-24,18:49:00,TRY/RUB,2.826,vk,2024-10-24
6516,2024-10-24,18:49:00,USD/RUB,96.7402,vk,2024-10-24
6517,2024-10-25,18:49:00,CAD/RUB,69.8199,vk,2024-10-25
6518,2024-10-25,18:49:00,CHF/RUB,111.5331,vk,2024-10-25
6519,2024-10-25,18:49:00,CNY/RUB,13.5085,vk,2024-10-25
6520,2024-10-25,18:49:00,EUR/RUB,104.8094,vk,2024-10-25
6521,2024-10-25,18:49:00,GBP/RUB,125.2884,vk,2024-10-25
6522,2024-10-25,18:49:00,HKD/RUB,12.4633,vk,2024-10-25
6523,2024-10-25,18:49:00,JPY/RUB,0.63567,vk,2024-10-25
6524,2024-10-25,18:49:00,KZT/RUB,0.2,vk,2024-10-25
6525,2024-10-25,18:49:00,TRY/RUB,2.8248,vk,2024-10-25
6526,2024-10-25,18:49:00,USD/RUB,96.6657,vk,2024-10-25
6527,2024-10-28,18:49:00,CAD/RUB,70.0908,vk,2024-10-28
6528,2024-10-28,18:49:00,CHF/RUB,112.1065,vk,2024-10-28
6529,2024-10-28,18:49:00,CNY/RUB,13.611,vk,2024-10-28
6530,2024-10-28,18:49:00,EUR/RUB,105.2229,vk,2024-10-28
6531,2024-10-28,18:49:00,GBP/RUB,126.3115,vk,2024-10-28
6532,2024-10-28,18:49:00,HKD/RUB,12.5345,vk,2024-10-28
6533,2024-10-28,18:49:00,JPY/RUB,0.63387,vk,2024-10-28
6534,2024-10-28,18:49:00,KZT/RUB,0.1996,vk,2024-10-28
6535,2024-10-28,18:49:00,TRY/RUB,2.8413,vk,2024-10-28
6536,2024-10-28,18:49:00,USD/RUB,97.23,vk,2024-10-28
6537,2024-10-29,18:49:00,CAD/RUB,70.044,vk,2024-10-29
6538,2024-10-29,18:49:00,CHF/RUB,112.3598,vk,2024-10-29
6539,2024-10-29,18:49:00,CNY/RUB,13.5704,vk,2024-10-29
6540,2024-10-29,18:49:00,EUR/RUB,105.4375,vk,2024-10-29
6541,2024-10-29,18:49:00,GBP/RUB,126.485,vk,2024-10-29
6542,2024-10-29,18:49:00,HKD/RUB,12.5485,vk,2024-10-29
6543,2024-10-29,18:49:00,JPY/RUB,0.63645,vk,2024-10-29
6544,2024-10-29,18:49:00,KZT/RUB,0.1982,vk,2024-10-29
6545,2024-10-29,18:49:00,TRY/RUB,2.8442,vk,2024-10-29
6546,2024-10-29,18:49:00,USD/RUB,97.3261,vk,2024-10-29
6547,2024-10-30,18:49:00,CAD/RUB,69.7671,vk,2024-10-30
6548,2024-10-30,18:49:00,CHF/RUB,111.9541,vk,2024-10-30
6549,2024-10-30,18:49:00,CNY/RUB,13.5903,vk,2024-10-30
6550,2024-10-30,18:49:00,EUR/RUB,105.2211,vk,2024-10-30
6551,2024-10-30,18:49:00,GBP/RUB,126.1301,vk,2024-10-30
6552,2024-10-30,18:49:00,HKD/RUB,12.5101,vk,2024-10-30
6553,2024-10-30,18:49:00,JPY/RUB,0.63322,vk,2024-10-30
6554,2024-10-30,18:49:00,KZT/RUB,0.199,vk,2024-10-30
6555,2024-10-30,18:49:00,TRY/RUB,2.8362,vk,2024-10-30
6556,2024-10-30,18:49:00,USD/RUB,97.053,vk,2024-10-30
6557,2024-10-31,18:49:00,CAD/RUB,69.7252,vk,2024-10-31
6558,2024-10-31,18:49:00,CHF/RUB,112.126,vk,2024-10-31
6559,2024-10-31,18:49:00,CNY/RUB,13.5601,vk,2024-10-31
6560,2024-10-31,18:49:00,EUR/RUB,105.5231,vk,2024-10-31
6561,2024-10-31,18:49:00,GBP/RUB,126.0906,vk,2024-10-31
6562,2024-10-31,18:49:00,HKD/RUB,12.5045,vk,2024-10-31
6563,2024-10-31,18:49:00,JPY/RUB,0.63207,vk,2024-10-31
6564,2024-10-31,18:49:00,KZT/RUB,0.1992,vk,2024-10-31
6565,2024-10-31,18:49:00,TRY/RUB,2.8336,vk,2024-10-31
6566,2024-10-31,18:49:00,USD/RUB,97.0226,vk,2024-10-31
6567,2024-11-01,18:49:00,CAD/RUB,70.0203,vk,2024-11-01
6568,2024-11-01,18:49:00,CHF/RUB,112.2583,vk,2024-11-01
6569,2024-11-01,18:49:00,CNY/RUB,13.6541,vk,2024-11-01
6570,2024-11-01,18:49:00,EUR/RUB,105.8415,vk,2024-11-01
6571,2024-11-01,18:49:00,GBP/RUB,125.2691,vk,2024-11-01
6572,2024-11-01,18:49:00,HKD/RUB,12.5519,vk,2024-11-01
6573,2024-11-01,18:49:00,JPY/RUB,0.63895,vk,2024-11-01
6574,2024-11-01,18:49:00,KZT/RUB,0.1997,vk,2024-11-01
6575,2024-11-01,18:49:00,TRY/RUB,2.8483,vk,2024-11-01
6576,2024-11-01,18:49:00,USD/RUB,97.4402,vk,2024-11-01
6577,2024-11-02,18:49:00,CAD/RUB,70.0186,vk,2024-11-02
6578,2024-11-02,18:49:00,CHF/RUB,112.3847,vk,2024-11-02
6579,2024-11-02,18:49:00,CNY/RUB,13.6558,vk,2024-11-02
6580,2024-11-02,18:49:00,EUR/RUB,106.1426,vk,2024-11-02
6581,2024-11-02,18:49:00,GBP/RUB,125.4102,vk,2024-11-02
6582,2024-11-02,18:49:00,HKD/RUB,12.5644,vk,2024-11-02
6583,2024-11-02,18:49:00,JPY/RUB,0.63967,vk,2024-11-02
6584,2024-11-02,18:49:00,KZT/RUB,0.2,vk,2024-11-02
6585,2024-11-02,18:49:00,TRY/RUB,2.8478,vk,2024-11-02
6586,2024-11-02,18:49:00,USD/RUB,97.5499,vk,2024-11-02
6587,2024-11-05,18:49:00,CAD/RUB,70.5745,vk,2024-11-05
6588,2024-11-05,18:49:00,CHF/RUB,113.7411,vk,2024-11-05
6589,2024-11-05,18:49:00,CNY/RUB,13.7033,vk,2024-11-05
6590,2024-11-05,18:49:00,EUR/RUB,106.8883,vk,2024-11-05
6591,2024-11-05,18:49:00,GBP/RUB,127.2868,vk,2024-11-05
6592,2024-11-05,18:49:00,HKD/RUB,12.641,vk,2024-11-05
6593,2024-11-05,18:49:00,JPY/RUB,0.64354,vk,2024-11-05
6594,2024-11-05,18:49:00,KZT/RUB,0.2009,vk,2024-11-05
6595,2024-11-05,18:49:00,TRY/RUB,2.8582,vk,2024-11-05
6596,2024-11-05,18:49:00,USD/RUB,98.0562,vk,2024-11-05
6597,2024-11-06,18:49:00,CAD/RUB,70.8991,vk,2024-11-06
6598,2024-11-06,18:49:00,CHF/RUB,112.3711,vk,2024-11-06
6599,2024-11-06,18:49:00,CNY/RUB,13.608,vk,2024-11-06
6600,2024-11-06,18:49:00,EUR/RUB,105.7086,vk,2024-11-06
6601,2024-11-06,18:49:00,GBP/RUB,127.7103,vk,2024-11-06
6602,2024-11-06,18:49:00,HKD/RUB,12.656,vk,2024-11-06
6603,2024-11-06,18:49:00,JPY/RUB,0.6443,vk,2024-11-06
6604,2024-11-06,18:49:00,KZT/RUB,0.1996,vk,2024-11-06
6605,2024-11-06,18:49:00,TRY/RUB,2.8626,vk,2024-11-06
6606,2024-11-06,18:49:00,USD/RUB,98.2236,vk,2024-11-06
6607,2024-11-07,18:49:00,CAD/RUB,70.3786,vk,2024-11-07
6608,2024-11-07,18:49:00,CHF/RUB,111.9422,vk,2024-11-07
6609,2024-11-07,18:49:00,CNY/RUB,13.6251,vk,2024-11-07
6610,2024-11-07,18:49:00,EUR/RUB,105.5679,vk,2024-11-07
6611,2024-11-07,18:49:00,GBP/RUB,126.4156,vk,2024-11-07
6612,2024-11-07,18:49:00,HKD/RUB,12.6399,vk,2024-11-07
6613,2024-11-07,18:49:00,JPY/RUB,0.63436,vk,2024-11-07
6614,2024-11-07,18:49:00,KZT/RUB,0.2005,vk,2024-11-07
6615,2024-11-07,18:49:00,TRY/RUB,2.8664,vk,2024-11-07
6616,2024-11-07,18:49:00,USD/RUB,98.0726,vk,2024-11-07
6617,2024-11-08,18:49:00,CAD/RUB,70.5564,vk,2024-11-08
6618,2024-11-08,18:49:00,CHF/RUB,112.2201,vk,2024-11-08
6619,2024-11-08,18:49:00,CNY/RUB,13.569,vk,2024-11-08
6620,2024-11-08,18:49:00,EUR/RUB,105.451,vk,2024-11-08
6621,2024-11-08,18:49:00,GBP/RUB,127.1444,vk,2024-11-08
6622,2024-11-08,18:49:00,HKD/RUB,12.6074,vk,2024-11-08
6623,2024-11-08,18:49:00,JPY/RUB,0.63881,vk,2024-11-08
6624,2024-11-08,18:49:00,KZT/RUB,0.1994,vk,2024-11-08
6625,2024-11-08,18:49:00,TRY/RUB,2.86,vk,2024-11-08
6626,2024-11-08,18:49:00,USD/RUB,97.8335,vk,2024-11-08
6627,2024-11-11,18:49:00,CAD/RUB,70.4054,vk,2024-11-11
6628,2024-11-11,18:49:00,CHF/RUB,111.528,vk,2024-11-11
6629,2024-11-11,18:49:00,CNY/RUB,13.5124,vk,2024-11-11
6630,2024-11-11,18:49:00,EUR/RUB,104.8522,vk,2024-11-11
6631,2024-11-11,18:49:00,GBP/RUB,126.744,vk,2024-11-11
6632,2024-11-11,18:49:00,HKD/RUB,12.6214,vk,2024-11-11
6633,2024-11-11,18:49:00,JPY/RUB,0.63981,vk,2024-11-11
6634,2024-11-11,18:49:00,KZT/RUB,0.199,vk,2024-11-11
6635,2024-11-11,18:49:00,TRY/RUB,2.8565,vk,2024-11-11
6636,2024-11-11,18:49:00,USD/RUB,97.955,vk,2024-11-11
6637,2024-11-12,18:49:00,CAD/RUB,70.406,vk,2024-11-12
6638,2024-11-12,18:49:00,CHF/RUB,110.9982,vk,2024-11-12
6639,2024-11-12,18:49:00,CNY/RUB,13.4975,vk,2024-11-12
6640,2024-11-12,18:49:00,EUR/RUB,104.2533,vk,2024-11-12
6641,2024-11-12,18:49:00,GBP/RUB,126.0692,vk,2024-11-12
6642,2024-11-12,18:49:00,HKD/RUB,12.6151,vk,2024-11-12
6643,2024-11-12,18:49:00,JPY/RUB,0.63695,vk,2024-11-12
6644,2024-11-12,18:49:00,KZT/RUB,0.1983,vk,2024-11-12
6645,2024-11-12,18:49:00,TRY/RUB,2.8544,vk,2024-11-12
6646,2024-11-12,18:49:00,USD/RUB,97.9559,vk,2024-11-12
6647,2024-11-13,18:49:00,CAD/RUB,70.5434,vk,2024-11-13
6648,2024-11-13,18:49:00,CHF/RUB,111.4499,vk,2024-11-13
6649,2024-11-13,18:49:00,CNY/RUB,13.5873,vk,2024-11-13
6650,2024-11-13,18:49:00,EUR/RUB,104.2901,vk,2024-11-13
6651,2024-11-13,18:49:00,GBP/RUB,125.554,vk,2024-11-13
6652,2024-11-13,18:49:00,HKD/RUB,12.6678,vk,2024-11-13
6653,2024-11-13,18:49:00,JPY/RUB,0.63503,vk,2024-11-13
6654,2024-11-13,18:49:00,KZT/RUB,0.1995,vk,2024-11-13
6655,2024-11-13,18:49:00,TRY/RUB,2.8642,vk,2024-11-13
6656,2024-11-13,18:49:00,USD/RUB,98.3657,vk,2024-11-13
6657,2024-11-14,18:49:00,CAD/RUB,70.8283,vk,2024-11-14
6658,2024-11-14,18:49:00,CHF/RUB,111.3563,vk,2024-11-14
6659,2024-11-14,18:49:00,CNY/RUB,13.7099,vk,2024-11-14
6660,2024-11-14,18:49:00,EUR/RUB,104.5016,vk,2024-11-14
6661,2024-11-14,18:49:00,GBP/RUB,125.9905,vk,2024-11-14
6662,2024-11-14,18:49:00,HKD/RUB,12.7469,vk,2024-11-14
6663,2024-11-14,18:49:00,JPY/RUB,0.63616,vk,2024-11-14
6664,2024-11-14,18:49:00,KZT/RUB,0.2,vk,2024-11-14
6665,2024-11-14,18:49:00,TRY/RUB,2.8832,vk,2024-11-14
6666,2024-11-14,18:49:00,USD/RUB,99.018,vk,2024-11-14
6667,2024-11-15,18:49:00,CAD/RUB,71.289,vk,2024-11-15
6668,2024-11-15,18:49:00,CHF/RUB,112.584,vk,2024-11-15
6669,2024-11-15,18:49:00,CNY/RUB,13.6905,vk,2024-11-15
6670,2024-11-15,18:49:00,EUR/RUB,105.7072,vk,2024-11-15
6671,2024-11-15,18:49:00,GBP/RUB,127.0763,vk,2024-11-15
6672,2024-11-15,18:49:00,HKD/RUB,12.868,vk,2024-11-15
6673,2024-11-15,18:49:00,JPY/RUB,0.63965,vk,2024-11-15
6674,2024-11-15,18:49:00,KZT/RUB,0.2001,vk,2024-11-15
6675,2024-11-15,18:49:00,TRY/RUB,2.9128,vk,2024-11-15
6676,2024-11-15,18:49:00,USD/RUB,99.9971,vk,2024-11-15
6677,2024-11-18,18:49:00,CAD/RUB,70.9873,vk,2024-11-18
6678,2024-11-18,18:49:00,CHF/RUB,112.8152,vk,2024-11-18
6679,2024-11-18,18:49:00,CNY/RUB,13.752,vk,2024-11-18
6680,2024-11-18,18:49:00,EUR/RUB,105.4606,vk,2024-11-18
6681,2024-11-18,18:49:00,GBP/RUB,126.218,vk,2024-11-18
6682,2024-11-18,18:49:00,HKD/RUB,12.8627,vk,2024-11-18
6683,2024-11-18,18:49:00,JPY/RUB,0.64772,vk,2024-11-18
